1,200710661,
2,200710661,
3,200710661,
4,200710661,
5,150683881,
6,150683754,
7,150683632,
8,150683632,
9,150683632,
10,150683632,
11,150683632,
12,150683632,
13,150683632,
14,150680914,
15,100680914,
16,50680914,
17,50680914,
18,50680914,
19,50680721,
20,50680721,
21,50680721,
22,50680721,
23,50680721,
24,50680721,
25,50680721,
26,50680721,
27,50680721,
28,50680721,
29,50680721,
30,50680721,
31,50680721,
32,50680721,
33,50680721,
34,50680721,
35,50680721,
36,50680721,
37,50680721,
38,50680721,
39,50680721,
40,50680721,
41,50680721,
42,50680721,
43,50680721,
44,50680721,
45,50680721,
46,50680721,
47,50680721,
48,50680721,
49,50680721,
50,50680721,
51,50680721,
52,50680721,
53,50680721,
54,50680721,
55,50680721,
56,50680721,
57,50680721,
58,50680721,
59,50680721,
60,50680721,
61,50680721,
62,50680721,
63,50680721,
64,50680721,
65,50680721,
66,50680721,
67,50680721,
68,50680721,
69,50680721,
70,50680721,
71,50680721,
72,50680721,
73,50680721,
74,50680721,
75,50680721,
76,50680721,
77,50680721,
78,50680721,
79,50680721,
80,50680721,
81,50680721,
82,50680721,
83,50680721,
84,50680721,
85,50680721,
86,50680721,
87,50680721,
88,50680721,
89,50680721,
90,50680721,
91,50680721,
92,50680721,
93,50680721,
94,50680721,
95,50680721,
96,50680721,
97,50680721,
98,50680721,
99,50680721,
100,50680721,
101,50680721,
102,50680721,
103,50680721,
104,50680721,
105,50680721,
106,50680721,
107,50680721,
108,50680721,
109,50680721,
110,50680721,
111,50680721,
112,50680721,
113,50680721,
114,50680721,
115,50680721,
116,50680721,
117,50680721,
118,50680721,
119,50680721,
120,50680721,
121,50680721,
122,50680721,
123,50680721,
124,50680721,
125,50680721,
126,50680721,
127,50680721,
128,50680721,
129,50680721,
130,50680721,
131,50680721,
132,50680721,
133,50680721,
134,50680721,
135,50680721,
136,50680721,
137,50680721,
138,50680721,
139,50680721,
140,50680721,
141,50680721,
142,50680721,
143,50680721,
144,50680721,
145,50680721,
146,50680721,
147,50680721,
148,50680721,
149,50680721,
150,50680721,
151,50680721,
152,50680721,
153,50680721,
154,50680721,
155,50680721,
156,50680721,
157,50680721,
158,50680721,
159,50680721,
160,50680721,
161,50680721,
162,50680721,
163,50680721,
164,50680721,
165,50680721,
166,50680721,
167,50680721,
168,50680721,
169,50680721,
170,50680721,
171,50680721,
172,50680721,
173,50680721,
174,50680721,
175,50680721,
176,50680721,
177,50680721,
178,50680721,
179,50680721,
180,50680721,
181,50680721,
182,50680721,
183,50680721,
184,50680721,
185,50680721,
186,50680721,
187,50680721,
188,50680721,
189,50680721,
190,50680721,
191,50680721,
192,50680721,
193,50680721,
194,50680721,
195,50680721,
196,50680721,
197,50680721,
198,50680721,
199,50680721,
200,50680721,
201,50680721,
202,50680721,
203,50680721,
204,50680721,
205,50680721,
206,50680721,
207,50680721,
208,50680721,
209,50680721,
210,50680721,
211,50680721,
212,50680721,
213,50680721,
214,50680721,
215,50680721,
216,50680721,
217,50680721,
218,50680721,
219,50680721,
220,50680721,
221,50680721,
222,50680721,
223,50680721,
224,50680721,
225,50680721,
226,50680721,
227,50680721,
228,50680721,
229,50680721,
230,50680721,
231,50680721,
232,50680721,
233,50680721,
234,50680721,
235,50680721,
236,50680721,
237,50680721,
238,50680721,
239,50680721,
240,50680721,
241,50680721,
242,50680721,
243,50680721,
244,50680721,
245,50680721,
246,50680721,
247,50680721,
248,50680721,
249,50680721,
250,50680721,
251,50680721,
252,50680721,
253,50680721,
254,50680721,
255,50680721,
256,50680721,
257,50680721,
258,50680721,
259,50680721,
260,50680721,
261,50680721,
262,50680721,
263,50680721,
264,50680721,
265,50680721,
266,50680721,
267,50680721,
268,50680721,
269,50680721,
270,50680721,
271,50680721,
272,50680721,
273,50680721,
274,50680721,
275,50680721,
276,50680721,
277,50680721,
278,50680721,
279,50680721,
280,50680721,
281,50680721,
282,50680721,
283,50680721,
284,50680721,
285,50680721,
286,50680721,
287,50680721,
288,50680721,
289,50680721,
290,50680721,
291,50680721,
292,50680721,
293,50680721,
294,50680721,
295,50680721,
296,50680721,
297,50680721,
298,50680721,
299,50680721,
300,50680721,
301,50680721,
302,50680721,
303,50680721,
304,50680721,
305,50680721,
306,50680721,
307,50680721,
308,50680721,
309,50680721,
310,50680721,
311,50680721,
312,50680721,
313,50680721,
314,50680721,
315,50680721,
316,50680721,
317,50680721,
318,50680721,
319,50680721,
320,50680721,
321,50680721,
322,50680721,
323,50680721,
324,50680721,
325,50680721,
326,50680721,
327,50680721,
328,50680721,
329,50680721,
330,50680721,
331,50680721,
332,50680721,
333,50680721,
334,50680721,
335,50680721,
336,50680721,
337,50680721,
338,50680721,
339,50680721,
340,50680721,
341,50680721,
342,50680721,
343,50680721,
344,50680721,
345,50680721,
346,50680721,
347,50680721,
348,50680721,
349,50680721,
350,50680721,
351,50680721,
352,50680721,
353,50680721,
354,50680721,
355,50680721,
356,50680721,
357,50680721,
358,50680721,
359,50680721,
360,50680721,
361,50680721,
362,50680721,
363,50680721,
364,50680721,
365,50680721,
366,50680721,
367,50680721,
368,50680721,
369,50680721,
370,50680721,
371,50680721,
372,50680721,
373,50680721,
374,50680721,
375,50680721,
376,50680721,
377,50680721,
378,50680721,
379,50680721,
380,50680721,
381,50680721,
382,50680721,
383,50680721,
384,50680721,
385,50680721,
386,50680721,
387,50680721,
388,50680721,
389,50680721,
390,50680721,
391,50680721,
392,50680721,
393,50680721,
394,50680721,
395,50680721,
396,50680721,
397,50680721,
398,50680721,
399,50680721,
400,50680721,
401,50680721,
402,50680721,
403,50680721,
404,50680721,
405,50680721,
406,50680721,
407,50680721,
408,50680721,
409,50680721,
410,50680721,
411,50680721,
412,50680721,
413,50680721,
414,50680721,
415,50680721,
416,50680721,
417,50680721,
418,50680721,
419,50680721,
420,50680721,
421,50680721,
422,50680721,
423,50680721,
424,50680721,
425,50680721,
426,50680721,
427,50680721,
428,50680721,
429,50680721,
430,50680721,
431,50680721,
432,50680721,
433,50680721,
434,50680721,
435,50680721,
436,50680721,
437,50680721,
438,50680721,
439,50680721,
440,50680721,
441,50680721,
442,50680721,
443,50680721,
444,50680721,
445,50680721,
446,50680721,
447,50680721,
448,50680721,
449,50680721,
450,50680721,
451,50680721,
452,50680721,
453,50680721,
454,50680721,
455,50680721,
456,50680721,
457,50680721,
458,50680721,
459,50680721,
460,50680721,
461,50680721,
462,50680721,
463,50680721,
464,50680721,
465,50680721,
466,50680721,
467,50680721,
468,50680721,
469,50680721,
470,50680721,
471,50680721,
472,50680721,
473,50680721,
474,50680721,
475,50680721,
476,50680721,
477,50680721,
478,50680721,
479,50680721,
480,50680721,
481,50680721,
482,50680721,
483,50680721,
484,50680721,
485,50680721,
486,50680721,
487,50680721,
488,50680721,
489,50680721,
490,50680721,
491,50680721,
492,50680721,
493,50680721,
494,50680721,
495,50680721,
496,50680721,
497,50680721,
498,50680721,
499,50680721,
500,50680721,
501,50680721,
502,50680721,
503,50680721,
504,50680721,
505,50680721,
506,50680721,
507,50680721,
508,50680721,
509,50680721,
510,50680721,
511,50680721,
512,50680721,
513,50680721,
514,50680721,
515,50680721,
516,50680721,
517,50680721,
518,50680721,
519,50680721,
520,50680721,
521,50680721,
522,50680721,
523,50680721,
524,50680721,
525,50680721,
526,50680721,
527,50680721,
528,50680721,
529,50680721,
530,50680721,
531,50680721,
532,50680721,
533,50680721,
534,50680721,
535,50680721,
536,50680721,
537,50680721,
538,50680721,
539,50680721,
540,50680721,
541,50680721,
542,50680721,
543,50680721,
544,50680721,
545,50680721,
546,50680721,
547,50680721,
548,50680721,
549,50680721,
550,50680721,
551,50680721,
552,50680721,
553,50680721,
554,50680721,
555,50680721,
556,50680721,
557,50680721,
558,50680721,
559,50680721,
560,50680721,
561,50680721,
562,50680721,
563,50680721,
564,50680721,
565,50680721,
566,50680721,
567,50680721,
568,50680721,
569,50680721,
570,50680721,
571,50680721,
572,50680721,
573,50680721,
574,50680721,
575,50680721,
576,50680721,
577,50680721,
578,50680721,
579,50680721,
580,50680721,
581,50680721,
582,50680721,
583,50680721,
584,50680721,
585,50680721,
586,50680721,
587,50680721,
588,50680721,
589,50680721,
590,50680721,
591,50680721,
592,50680721,
593,50680721,
594,50680721,
595,50680721,
596,50680721,
597,50680721,
598,50680721,
599,50680721,
600,50680721,
601,50680721,
602,50680721,
603,50680721,
604,50680721,
605,50680721,
606,50680721,
607,50680721,
608,50680721,
609,50680721,
610,50680721,
611,50680721,
612,50680721,
613,50680721,
614,50680721,
615,50680721,
616,50680721,
617,50680721,
618,50680721,
619,50680721,
620,50680721,
621,50680721,
622,50680721,
623,50680721,
624,50680721,
625,50680721,
626,50680721,
627,50680721,
628,50680721,
629,50680721,
630,50680721,
631,50680721,
632,50680721,
633,50680721,
634,50680721,
635,50680721,
636,50680721,
637,50680721,
638,50680721,
639,50680721,
640,50680721,
641,50680721,
642,50680721,
643,50680721,
644,50680721,
645,50680721,
646,50680721,
647,50680721,
648,50680721,
649,50680721,
650,50680721,
651,50680721,
652,50680721,
653,50680721,
654,50680721,
655,50680721,
656,50680721,
657,50680721,
658,50680721,
659,50680721,
660,50680721,
661,50680721,
662,50680721,
663,50680721,
664,50680721,
665,50680721,
666,50680721,
667,50680721,
668,50680721,
669,50680721,
670,50680721,
671,50680721,
672,50680721,
673,50680721,
674,50680721,
675,50680721,
676,50680721,
677,50680721,
678,50680721,
679,50680721,
680,50680721,
681,50680721,
682,50680721,
683,50680721,
684,50680721,
685,50680721,
686,50680721,
687,50680721,
688,50680721,
689,50680721,
690,50680721,
691,50680721,
692,50680721,
693,50680721,
694,50680721,
695,50680721,
696,50680721,
697,50680721,
698,50680721,
